;country;Gender;Age;Marital status;Stratum Urban;HM25_1;Natur of work;Level of Wealth;Fathers level education;Parent_affiliated_with Social Security;Participation in elections;Freedom to speach out about government;Resort to nepotism;Trust in Parliment;Trust in employers;Trust in associations;Trust in political_parties;Political system;Formality
846;TN;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
847;TN;Male;25+;Ever Marr;Urban;Primary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
848;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;Middle;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
849;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
850;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
851;LB;Female;25+;Ever Marr;Rural;Higher;non manua;No;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
852;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
854;DZ;Male;25+;Never Mar;Urban;Middle;non manua;No;No educati;No;Oui;Completel;Yes;Non;yes;yes;Non;Non;formal
855;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
856;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;formal
857;EG;Male;25+;Never Mar;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
858;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;Yes;Primary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
859;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
860;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;No;yes;Non;Oui;formal
861;LB;Male;25+;Ever Marr;Urban;Higher;non manua;No;Higher;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
862;EG;Male;25+;Ever Marr;Urban;Middle;manual t;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;formal
863;TN;Female;<= 19;Never Mar;Rural;Secondary;non manua;No;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Non;formal
864;EG;Female;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
865;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
866;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Non;formal
867;TN;Female;25+;Ever Marr;Urban;Middle;non manua;No;Middle;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
868;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
869;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
870;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
871;EG;Female;25+;Ever Marr;Rural;Secondary;non manua;No;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
872;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Completel;Yes;Non;No;No;Non;Non;formal
873;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;formal
874;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
875;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Non;formal
876;TN;Female;25+;Never Mar;Rural;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
877;DZ;Female;25+;Never Mar;Urban;Higher;manual t;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
879;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
880;TN;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
881;DZ;Female;20 - 24;Never Mar;Rural;Secondary;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;yes;No;Oui;Oui;formal
882;DZ;Female;20 - 24;Never Mar;Urban;Higher;manual t;No;Primary;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;formal
883;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;No;Non;Non;formal
884;LB;Male;25+;Ever Marr;Urban;Secondary;manual t;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
885;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
886;EG;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;No;Oui;Oui;formal
887;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
888;DZ;Male;20 - 24;Never Mar;Urban;Secondary;manual t;Yes;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
889;DZ;Male;25+;Ever Marr;Rural;Middle;non manua;No;Primary;No;Oui;Not at al;Yes;Non;yes;No;Oui;Oui;formal
890;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;formal
891;TN;Female;20 - 24;Never Mar;Rural;Secondary;non manua;No;Primary;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
892;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
893;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
895;DZ;Female;25+;Never Mar;Urban;Higher;manual t;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;No;Oui;Oui;formal
896;TN;Male;25+;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Non;Not at al;Yes;Non;No;yes;Non;Non;formal
897;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;No;yes;Non;Oui;formal
898;LB;Male;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Oui;Oui;formal
900;DZ;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;formal
901;TN;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;formal
902;LB;Male;25+;Never Mar;Rural;Higher;non manua;No;Higher;No;Non;Not at al;No;Non;yes;No;Non;Non;formal
903;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;formal
904;DZ;Male;25+;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Completel;Yes;Non;yes;yes;Oui;Oui;formal
905;LB;Male;25+;Never Mar;Urban;Secondary;manual t;Yes;Primary;Yes;Non;Not at al;No;Non;No;yes;Non;Non;formal
906;LB;Female;25+;Ever Marr;Urban;Middle;non manua;No;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;formal
907;LB;Female;25+;Ever Marr;Urban;Middle;non manua;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
908;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;No;Non;Not at al;No;Non;yes;yes;Oui;Non;formal
909;EG;Male;25+;Ever Marr;Rural;Primary;non manua;No;Primary;No;Oui;Not at al;No;Non;No;No;Oui;Non;formal
910;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
911;TN;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
912;TN;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;No;yes;Non;Non;formal
913;TN;Female;20 - 24;Never Mar;Rural;Middle;non manua;No;Secondary;No;Non;Not at al;No;Non;No;No;Non;Non;formal
914;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
915;LB;Male;25+;Ever Marr;Rural;Middle;non manua;Yes;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
916;EG;Male;25+;Never Mar;Rural;Higher;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
917;DZ;Male;25+;Ever Marr;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
918;TN;Male;25+;Never Mar;Rural;Higher;non manua;No;No educati;No;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
919;DZ;Female;25+;Ever Marr;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
920;LB;Female;25+;Ever Marr;Rural;Higher;non manua;Yes;Middle;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
921;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
922;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
923;LB;Male;25+;Never Mar;Rural;Primary;manual t;Yes;No educati;Yes;Non;Not at al;No;Non;yes;No;Non;Non;formal
924;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
925;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
926;DZ;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;No educati;Yes;Oui;Not at al;Yes;Non;yes;No;Oui;Oui;formal
927;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;formal
928;LB;Male;25+;Ever Marr;Urban;Primary;manual t;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
929;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Non;formal
930;DZ;Female;25+;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Completel;No;Non;yes;No;Non;Non;formal
931;LB;Female;25+;Ever Marr;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;formal
932;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Non;formal
933;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Non;formal
935;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
936;DZ;Male;25+;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;No;No;Oui;Oui;formal
937;DZ;Female;25+;Never Mar;Rural;Higher;non manua;No;No educati;No;Oui;Not at al;Yes;Non;No;yes;Non;Non;formal
938;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
939;EG;Female;25+;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Oui;Non;formal
940;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
942;TN;Male;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Higher;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
943;LB;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Non;formal
945;DZ;Male;25+;Never Mar;Urban;Middle;non manua;Yes;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
946;TN;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
947;DZ;Female;25+;Ever Marr;Urban;Higher;non manua;No;No educati;Yes;Oui;Completel;No;Non;No;No;Non;Non;formal
948;DZ;Female;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Non;Completel;Yes;Non;No;No;Oui;Non;formal
950;DZ;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;Yes;Oui;Completel;No;Non;No;No;Non;Non;formal
952;DZ;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
953;DZ;Male;25+;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
954;LB;Female;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
955;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;formal
957;TN;Male;25+;Ever Marr;Urban;Middle;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;formal
958;EG;Male;25+;Ever Marr;Urban;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;formal
959;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Primary;Yes;Non;Not at al;Yes;Non;No;yes;Non;Non;formal
960;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
962;TN;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Non;formal
963;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
964;DZ;Female;25+;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Completel;Yes;Non;yes;No;Oui;Non;formal
965;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Middle;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
966;LB;Female;20 - 24;Ever Marr;Urban;Secondary;manual t;No;Middle;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
967;EG;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
968;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;Yes;No educati;No;Oui;Completel;Yes;Non;yes;yes;Oui;Oui;informal
969;LB;Female;<= 19;Never Mar;Urban;Middle;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;No;Non;Non;informal
970;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;No;Oui;Oui;informal
972;DZ;Female;20 - 24;Never Mar;Urban;Middle;manual t;No;Middle;Yes;Non;Completel;No;Non;No;No;Non;Non;informal
973;LB;Female;25+;Ever Marr;Rural;Middle;manual t;No;Middle;No;Non;Not at al;Yes;Non;No;yes;Non;Non;informal
975;EG;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
976;LB;Male;25+;Ever Marr;Rural;Higher;non manua;Yes;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
977;EG;Male;25+;Never Mar;Urban;Secondary;manual t;No;Higher;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
978;EG;Male;<= 19;Never Mar;Rural;No educati;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
979;DZ;Female;25+;Never Mar;Urban;Middle;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
980;EG;Female;20 - 24;Ever Marr;Rural;No educati;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
981;TN;Female;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
982;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;No;Non;Completel;No;Non;No;No;Non;Non;informal
983;TN;Female;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
984;EG;Male;<= 19;Never Mar;Rural;Higher;non manua;No;Primary;No;Oui;Completel;No;Non;yes;yes;Oui;Oui;informal
985;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
986;EG;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
987;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
988;TN;Female;25+;Never Mar;Rural;Higher;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Oui;Oui;informal
989;LB;Male;25+;Never Mar;Urban;Higher;manual t;Yes;Middle;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
990;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
991;DZ;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
992;TN;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
993;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
994;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
996;TN;Male;25+;Never Mar;Rural;Higher;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
998;TN;Male;25+;Never Mar;Rural;Primary;non manua;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
999;DZ;Male;20 - 24;Never Mar;Urban;Secondary;manual t;Yes;No educati;No;Oui;Completel;No;Non;yes;yes;Oui;Oui;informal
1000;LB;Male;25+;Never Mar;Urban;Middle;manual t;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1001;EG;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1002;EG;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Oui;Non;informal
1003;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
1004;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1005;LB;Male;25+;Never Mar;Urban;Primary;manual t;No;Primary;No;Non;Not at al;No;Non;yes;No;Non;Non;informal
1006;TN;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;No educati;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1007;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;Yes;Non;No;No;Oui;Non;informal
1008;EG;Male;20 - 24;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;No;Non;Non;informal
1011;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1013;EG;Male;25+;Never Mar;Urban;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1015;DZ;Male;25+;Never Mar;Urban;Middle;manual t;No;No educati;Yes;Non;Completel;Yes;Non;No;No;Non;Non;informal
1016;LB;Male;25+;Never Mar;Urban;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
1017;TN;Male;25+;Never Mar;Rural;Secondary;manual t;No;Primary;No;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;informal
1019;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Middle;No;Non;Completel;Yes;Non;yes;yes;Oui;Oui;informal
1020;LB;Female;<= 19;Never Mar;Urban;Secondary;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1021;DZ;Male;<= 19;Never Mar;Urban;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;yes;No;Non;Non;informal
1022;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1024;DZ;Female;20 - 24;Never Mar;Urban;Middle;manual t;Yes;No educati;No;Oui;Completel;No;Non;yes;yes;Non;Oui;informal
1025;TN;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1026;EG;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Primary;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1027;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;Yes;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1028;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1031;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1032;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
1033;DZ;Male;25+;Ever Marr;Rural;Primary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1034;DZ;Male;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Higher;Yes;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;informal
1035;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;yes;No;Oui;Non;informal
1036;TN;Female;25+;Ever Marr;Urban;Higher;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Oui;informal
1037;EG;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;informal
1038;DZ;Male;25+;Never Mar;Urban;Middle;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1040;DZ;Male;25+;Never Mar;Urban;Secondary;manual t;Yes;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1041;DZ;Male;<= 19;Never Mar;Urban;Secondary;manual t;Yes;No educati;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1042;EG;Male;25+;Ever Marr;Urban;Secondary;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1045;TN;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Non;informal
1046;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1047;EG;Male;25+;Ever Marr;Urban;Middle;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1048;DZ;Male;20 - 24;Never Mar;Urban;Primary;manual t;Yes;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1049;LB;Female;25+;Ever Marr;Urban;Secondary;non manua;No;Middle;No;Oui;Not at al;Yes;Non;No;No;Non;Oui;informal
1050;EG;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1052;TN;Male;<= 19;Never Mar;Rural;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1054;TN;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;No;Non;yes;No;Non;Non;informal
1055;EG;Female;25+;Never Mar;Urban;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1056;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
1057;TN;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1058;LB;Male;25+;Never Mar;Rural;Middle;non manua;Yes;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1059;DZ;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1060;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;informal
1061;LB;Female;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1062;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1063;LB;Male;<= 19;Never Mar;Urban;Secondary;non manua;Yes;Secondary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
1064;TN;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;No;Oui;Oui;informal
1065;TN;Female;<= 19;Never Mar;Urban;Primary;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1066;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1067;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1068;EG;Male;20 - 24;Never Mar;Urban;Higher;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1069;EG;Male;25+;Ever Marr;Rural;Higher;non manua;No;Higher;Yes;Oui;Completel;No;Non;yes;yes;Oui;Oui;informal
