;country;Gender;Age;Marital status;Stratum Urban;HM25_1;Natur of work;Level of Wealth;Fathers level education;Parent_affiliated_with Social Security;Participation in elections;Freedom to speach out about government;Resort to nepotism;Trust in Parliment;Trust in employers;Trust in associations;Trust in political_parties;Political system;Formality
2347;TN;Male;20 - 24;Ever Marr;Rural;Secondary;manual t;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1890;LB;Male;25+;Never Mar;Urban;Middle;manual t;No;No educati;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
777;LB;Male;<= 19;Never Mar;Urban;Primary;non manua;Yes;No educati;Yes;Non;Not at al;Yes;Non;yes;No;Oui;Non;formal
920;LB;Female;25+;Ever Marr;Rural;Higher;non manua;Yes;Middle;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2039;EG;Female;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;No;Non;Non;informal
1645;DZ;Male;20 - 24;Never Mar;Urban;Higher;manual t;No;Middle;Yes;Non;Not at al;No;Non;yes;No;Non;Non;informal
1988;LB;Female;<= 19;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
789;LB;Female;20 - 24;Ever Marr;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;formal
2627;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1045;TN;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Non;informal
1024;DZ;Female;20 - 24;Never Mar;Urban;Middle;manual t;Yes;No educati;No;Oui;Completel;No;Non;yes;yes;Non;Oui;informal
2427;LB;Male;20 - 24;Ever Marr;Rural;Middle;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1697;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Completel;No;Non;yes;yes;Oui;Oui;informal
2640;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1911;DZ;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;Yes;Non;No;yes;Non;Non;informal
190;LB;Male;25+;Ever Marr;Urban;Higher;manual t;No;Middle;Yes;Oui;Not at al;No;Non;No;yes;Oui;Non;formal
828;DZ;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2943;TN;Male;25+;Never Mar;Rural;Middle;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Non;informal
32;DZ;Male;25+;Never Mar;Rural;Higher;manual t;No;Primary;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
2617;EG;Male;<= 19;Never Mar;Rural;Middle;non manua;No;Secondary;No;Non;Not at al;No;Non;yes;No;Non;Oui;informal
1754;TN;Female;<= 19;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1136;LB;Female;25+;Ever Marr;Rural;Higher;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1356;DZ;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1185;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Primary;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1876;LB;Female;25+;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2814;TN;Male;25+;Never Mar;Urban;Middle;manual t;No;Middle;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2198;LB;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
48;TN;Male;25+;Ever Marr;Urban;Higher;non manua;No;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
1415;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1891;EG;Female;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1975;LB;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1568;TN;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2143;LB;Male;25+;Never Mar;Rural;Secondary;non manua;No;No educati;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
686;LB;Female;20 - 24;Ever Marr;Urban;Higher;non manua;Yes;Higher;No;Non;Not at al;Yes;Non;No;No;Non;Non;formal
1305;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2551;LB;Male;20 - 24;Never Mar;Urban;Middle;manual t;Yes;Primary;No;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
494;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Non;formal
1537;EG;Female;<= 19;Never Mar;Rural;Middle;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1828;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;Primary;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
552;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;No;Oui;Not at al;Yes;Non;No;yes;Oui;Non;formal
264;DZ;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Higher;No;Non;Completel;Yes;Non;No;No;Non;Non;formal
617;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;formal
581;TN;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;formal
1926;TN;Male;25+;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1312;DZ;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Primary;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
816;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2311;EG;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2720;TN;Male;25+;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;informal
67;TN;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
714;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Secondary;No;Non;Not at al;Yes;Non;No;No;Oui;Non;formal
1361;EG;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
1908;DZ;Male;<= 19;Never Mar;Urban;Secondary;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;yes;No;Oui;Oui;informal
665;DZ;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2584;LB;Female;20 - 24;Ever Marr;Rural;Higher;non manua;Yes;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1065;TN;Female;<= 19;Never Mar;Urban;Primary;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2763;EG;Female;<= 19;Never Mar;Rural;Secondary;manual t;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1022;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2677;LB;Female;20 - 24;Never Mar;Rural;Higher;non manua;Yes;Higher;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2850;EG;Male;20 - 24;Ever Marr;Urban;Primary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2779;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1623;TN;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2158;EG;Male;25+;Ever Marr;Rural;Higher;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2234;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
796;EG;Male;20 - 24;Ever Marr;Rural;Secondary;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;formal
1164;EG;Female;<= 19;Never Mar;Urban;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
843;LB;Male;<= 19;Never Mar;Urban;Secondary;non manua;Yes;Middle;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
2127;EG;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2420;DZ;Male;25+;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
574;LB;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
92;DZ;Female;25+;Ever Marr;Urban;Secondary;non manua;No;No educati;No;Oui;Completel;Yes;Non;yes;yes;Oui;Oui;formal
2726;TN;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1035;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;yes;No;Oui;Non;informal
2736;LB;Male;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Higher;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
2114;EG;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
169;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
873;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;formal
371;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
6;LB;Male;25+;Ever Marr;Urban;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;formal
1069;EG;Male;25+;Ever Marr;Rural;Higher;non manua;No;Higher;Yes;Oui;Completel;No;Non;yes;yes;Oui;Oui;informal
2455;TN;Male;25+;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2421;LB;Male;25+;Ever Marr;Urban;Secondary;manual t;Yes;Secondary;Yes;Non;Not at al;Yes;Non;No;yes;Non;Non;informal
1028;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
523;EG;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
206;DZ;Female;25+;Ever Marr;Urban;Secondary;non manua;No;No educati;No;Oui;Completel;Yes;Non;yes;yes;Oui;Oui;formal
187;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Oui;formal
505;TN;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
548;DZ;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Primary;Yes;Non;Completel;No;Non;No;No;Non;Non;formal
1594;TN;Female;20 - 24;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1319;TN;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1966;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1281;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2931;TN;Male;25+;Never Mar;Urban;Primary;non manua;No;No educati;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1702;TN;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1986;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1692;DZ;Male;20 - 24;Never Mar;Urban;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1744;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2586;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;informal
2762;DZ;Male;25+;Ever Marr;Urban;Middle;manual t;No;No educati;Yes;Non;Completel;No;Non;No;No;Non;Non;informal
2082;TN;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Non;informal
369;DZ;Male;25+;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Oui;Completel;No;Non;No;No;Oui;Oui;formal
495;DZ;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
1841;DZ;Female;<= 19;Never Mar;Urban;Primary;manual t;No;No educati;Yes;Non;Completel;No;Non;No;No;Non;Non;informal
2813;EG;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;No;Oui;Oui;informal
935;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2218;DZ;Male;25+;Never Mar;Urban;Secondary;manual t;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2206;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
1484;TN;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
98;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
2906;LB;Female;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
876;TN;Female;25+;Never Mar;Rural;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
2307;LB;Female;20 - 24;Never Mar;Rural;Higher;manual t;Yes;Higher;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Oui;informal
63;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2181;EG;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1478;DZ;Male;25+;Never Mar;Urban;Secondary;non manua;No;Higher;Yes;Non;Completel;Yes;Non;yes;yes;Oui;Oui;informal
1954;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
1822;LB;Male;20 - 24;Never Mar;Rural;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;No;Non;Non;informal
1431;EG;Male;<= 19;Never Mar;Rural;No educati;manual t;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
129;TN;Female;20 - 24;Ever Marr;Rural;Secondary;non manua;No;Primary;No;Oui;Not at al;No;Non;No;yes;Non;Non;formal
2963;TN;Male;25+;Never Mar;Urban;Higher;manual t;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
1124;TN;Female;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2194;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;No;Oui;Completel;Yes;Non;No;No;Non;Non;informal
1894;LB;Female;25+;Never Mar;Rural;Secondary;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;No;yes;Non;Non;informal
1150;LB;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1379;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Middle;Yes;Non;Completel;No;Non;No;yes;Non;Non;informal
659;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
867;TN;Female;25+;Ever Marr;Urban;Middle;non manua;No;Middle;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
22;EG;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2436;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
2396;DZ;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;informal
318;EG;Female;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;No;Oui;Oui;formal
481;LB;Female;25+;Ever Marr;Urban;Secondary;non manua;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
1543;EG;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
753;LB;Female;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;yes;Oui;Non;formal
37;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
819;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;Yes;Primary;Yes;Non;Completel;Yes;Non;No;No;Non;Non;formal
1079;EG;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2048;EG;Female;25+;Never Mar;Rural;Primary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
241;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Non;Not at al;No;Non;yes;No;Non;Non;formal
2078;DZ;Female;25+;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Oui;Completel;No;Non;No;No;Oui;Oui;informal
1343;EG;Male;25+;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
367;LB;Female;25+;Never Mar;Rural;Higher;non manua;No;Middle;Yes;Non;Not at al;No;Non;No;yes;Non;Non;formal
628;EG;Male;25+;Never Mar;Rural;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
1251;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2128;TN;Male;25+;Ever Marr;Urban;Higher;manual t;No;No educati;No;Non;Completel;No;Non;yes;yes;Oui;Oui;informal
385;DZ;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Middle;Yes;Non;Completel;No;Non;No;No;Non;Non;formal
166;DZ;Female;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;yes;Oui;Non;formal
2139;LB;Female;25+;Ever Marr;Urban;Middle;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
1277;EG;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;Secondary;No;Non;Not at al;No;Non;yes;No;Non;Non;informal
955;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;formal
1100;LB;Male;25+;Never Mar;Urban;Primary;non manua;No;No educati;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1231;LB;Male;25+;Ever Marr;Urban;Secondary;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
175;EG;Male;20 - 24;Never Mar;Rural;Primary;non manua;No;No educati;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
1927;EG;Male;25+;Never Mar;Urban;Primary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1853;LB;Female;25+;Ever Marr;Rural;Middle;non manua;Yes;Primary;No;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
1141;TN;Female;20 - 24;Never Mar;Urban;Middle;manual t;Yes;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Non;Oui;informal
2144;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Oui;informal
2478;EG;Male;20 - 24;Never Mar;Urban;Primary;manual t;No;Higher;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
2149;EG;Male;<= 19;Never Mar;Urban;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Oui;Non;informal
2624;LB;Male;<= 19;Never Mar;Rural;Secondary;non manua;Yes;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2793;DZ;Male;25+;Ever Marr;Rural;Primary;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Non;informal
1384;LB;Male;<= 19;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1892;TN;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Oui;Oui;informal
2786;EG;Male;<= 19;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1591;DZ;Female;25+;Ever Marr;Rural;Primary;manual t;No;Primary;No;Oui;Completel;No;Non;yes;yes;Oui;Oui;informal
1689;DZ;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Oui;informal
2074;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
2317;TN;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2669;LB;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
1064;TN;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;No;Oui;Oui;informal
2672;TN;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;No;Non;Non;informal
391;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2937;TN;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2954;EG;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1619;LB;Male;20 - 24;Never Mar;Urban;Secondary;manual t;Yes;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
434;EG;Male;20 - 24;Ever Marr;Urban;Primary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
1829;LB;Female;25+;Never Mar;Urban;No educati;manual t;No;Primary;No;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
1898;TN;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Non;informal
272;EG;Female;25+;Ever Marr;Urban;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;formal
1711;EG;Male;25+;Never Mar;Rural;Secondary;non manua;No;Higher;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
1062;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2544;LB;Male;25+;Ever Marr;Urban;Secondary;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
350;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
2903;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1755;LB;Female;20 - 24;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1533;EG;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1103;DZ;Male;20 - 24;Never Mar;Rural;Higher;non manua;Yes;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
744;DZ;Male;25+;Ever Marr;Rural;Higher;non manua;Yes;No educati;Yes;Oui;Completel;Yes;Non;yes;yes;Non;Non;formal
1061;LB;Female;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
416;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
634;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Non;formal
2749;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
926;DZ;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;No educati;Yes;Oui;Not at al;Yes;Non;yes;No;Oui;Oui;formal
1119;EG;Male;20 - 24;Never Mar;Rural;Higher;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2316;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;Yes;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1680;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Primary;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
